Índices de los Expedientes considerados como Reservados ,,,,,,,,,,,,,,,,,,,,,,..
,,,,,,,,,,,,,,,,,,,,,,
Clave de Sujeto obligado:,,,,,,,,,,,,,,,,,,,,,,
Sujeto obligado:,,Archivo General de la Nación ,,,,,,,,,,,,,,,,,,,,
Periodo del Índice:,,Segundo Semestre 2017,,,,,,,,,,,,,,,,,,,,
Fecha de actualización (dd/mm/aaaa):,,31/12/17 00:00,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Área,Nombre del expediente o documento,Tema,Momento de la clasificación de la información como reservada,Plazo de reserva,Fecha de inicio de la clasificación  (dd/mm/aaaa),Fecha de término de la clasificación  (dd/mm/aaaa),Fundamento legal de la clasificación,Justificación,Razones y motivos de la clasificación,Clasificación completa o parcial,Partes o secciones que se clasifican,Fecha del acta en donde el Comité de Transparencia confirmó la clasificación  (dd/mm/aaaa),Estatus del expediente,Expediente en ampliación de plazo de reserva,Plazo de ampliación de reserva  (años),Fecha de inicio del plazo de ampliación de reserva  (dd/mm/aaaa),Fecha de término del plazo de ampliación de reserva  (dd/mm/aaaa),Fundamento legal del plazo de ampliación de reserva,Justificación del plazo de ampliación de reserva,Razones y motivos del plazo de ampliación de reserva,Clasificación completa o parcial de la ampliación de reserva,Partes o secciones que se clasifican en el plazo de ampliación de reserva
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller procesos técnicos de archivo de concentración 19 al 23 de septiembre impartido a varias instituciones ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller elaboración del trámite de baja documental 26 y 27 de septiembre impartido a varias  instituciones ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller elaboración del trámite de baja documental 29 y 30 de agosto impartido a varias  instituciones ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de procesos técnicos de unidades de correspondencia y archivo de trámite del 17 al 21 de octubre impartido a SEGOB ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller elaboración del trámite de baja documetal 24 y 25 de octubre varias instituciones,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de procesos técnicos de unidades de corresponencia y Archivo de Trámite del 07 al 11 de noviembre impartido a SEGOB                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de procesos técnicos de unidades de correspondencia y archivo de trámite del 14 al 16 de noviembre impartido a SGM,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de procesos técnicos de unidades de correspondencia y archivo de trámite del 28 de noviembre al 02 de diciembre impartido al Servicio de Administración Tributaria ,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de procesos técnicos de unidades de correspondencia y archivo de trámite del 05 al 09 de diciembre impartido a SEGOB,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de procesos técnicos de unidades de correspondencia y archivo de trámite del 12 al 16 de diciembre impartido a SEGOB,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Sistema Nacional de Archivos ,4S.5/ Taller de inducción a la identificación de procesos Técnicos  19 de agosto  impartido a COFECE,Capacitación Archivistica ,Solicitud de acceso,3 años ,09/03/2017,09/03/2020,"Artículos 110, fracción VIII y 113, fracción II de la Ley Federal de Transparencia y Acceso a la Información Pública.","La información solicitada es de naturaleza reservada, toda vez que contiene las opiniones, recomendaciones o puntos de vista que forman parte de un proceso deliberativo, respecto de la cual no se ha adoptada la decisión definitiva. Ce considera que los exámenes y los reactivos que contienen, son empleados dentro de procesos deliberativos desarrollados por servidores públicos encargados de evaluar el desempeño de los participantes; por tanto, se concluye que dicha información continuará implementándose","Al dar a conocer la información se actualizaría un daño presente, toda vez que el Archivo General de la Nación, actualmente se encuentra impartiendo diversos talleres presenciales, a efecto de obtener recursos que coadyuven a la integración de su patrimonio como organismo descentralizado que le permita cumplir con sus obligaciones y atribuciones en materia archivística, y sus materiales son los que ocupa en los talleres que promociona para tal efecto.
De igual forma, se actualizaría un daño probable en atención que al otorgar la información que sirve de sustento para la proyección de los contenidos temáticos y de vinculación con las necesidades específicas de las personas a las que se encuentran dirigidos los talleres, podría repercutir en la disminución de las personas interesadas en tomar dichas actividades impartidas por esta Institución y en que dicha información pudiera ser utilizada por diversas organizaciones para impartir cursos con un perfil afín al que se encuentra dirigido el taller desarrollado por el Archivo General de la Nación.
Actualizaría un daño específico en cuanto a las actividades de consultoría, que se realizan en términos del artículo 23 del Reglamento de la Ley Federal de Archivos ya que impacta de manera negativa en la prestación de los servicios complementarios que se realizan y que tienen por objeto primordial el fortalecimiento del patrimonio del Archivo General de la Nación.",Parcial ,"Texto del material de apoyo para impartir el taller 
Evaluación inicial y evaluación final","
13/03/2017",Clasificado,No,,,,,,,,
Dirección del Archivo Histórico Central,AGN. Sección 2S. Serie 14. Subserie 1-7. 2016. Préstamo Salas de Exhibición en Palacio Nacional. ,Conservación y preservación de documentos históricos,Solicitud de acceso,9 meses ,29/03/2017,29/12/2017,"Artículos 100, 110, fracción VIII, 111 y 140 de la Ley Federal de Transparencia y Acceso a la Información Pública y Quinto y Octavo de los Lineamientos generales para la clasificación y desclasificación de la información de las Dependencias y Entidades de la Administración Pública Federal.","Las fichas clínicas forman parte de un expediente abierto, no concluido, que se apertura en el momento de la solicitud de préstamo de los 72  documentos exibidos en Palacio Nacional y se encuentran en la fase de ordenación y complementación de información, misma que concluye al término del préstamo temporal de los mismos.","Toda vez que la información solicitada se encuentra inmersa dentro de un proceso abierto, no concluido, el proporcionarla generaría un riesgo real, ya que actualmente los documentos son objeto de una exhibición en el Palacio Nacional y los efectos de deterioro o alteraciones están latentes, ya que se realiza una revisión permanente de los mismos que se consignan en las fichas clínicas; asimismo se tiene un riesgo demostrable toda vez que hasta en tanto regresen los documentos a las instalaciones del Archivo General de la Nación, esta institución podrá evaluar con base en las propias fichas clínicas su estado bajo los diferentes escenarios de conservación y finalmente se advierte un riesgo identificable toda vez que en ejercicio de las facultades que se otorgan a la Dirección del Archivo Histórico Central, corresponde coordinar el adecuado resguardo del patrimonio documental que custodia lo que implica desarrollar hasta el regreso de los documentos que se encuentran en préstamo, la conclusión de su ficha clínica. ",Parcial ,Fichas clínicas de Palacio Nacional ,29/03/2017,Clasificado,No,,,,,,,,
Dirección del Archivo Histórico Central,"AGN/DAHC/DAG/2C.5/1-2016. Acta administrativa de Hechos AGN/AA/31-05/11/1, relacionados con los documentos faltantes. ",Recuperación de patrimonio documental,Solicitud de acceso,5 años,22/03/2017,22/03/2022,"Artículos 100, 110, fracción XII, 111 y 140 de la Ley Federal de Transparencia y Acceso a la Información Pública y Quinto y Octavo de los Lineamientos generales para la clasificación y desclasificación de la información de las Dependencias y Entidades de la Administración Pública Federal.","La información se encuentra contenida dentro de averiguaciones previas que se tramitan ante el Ministerio Público de la Federación, relacionadas con la posible comisión de algún delito. ","Al dar a conocer la información se generarían elementos que constituyen un riesgo real, demostrable e identificable que pueden impedir u obstruir las actividades de prevención o persecución de los delitos,  que actualmente se estén realizando por parte de la autoridad competente.",Completa ,El expediente refiere en su totalidad al tema. ,22/03/2017,Clasificado,No,,,,,,,,
Dirección de Administración,Contratación de seguridad y vigilancia al inmueble del Archivo General de la Nación 2014,contrataciones ,Solicitud de acceso,5 años ,19/04/2017,19/04/2022,"Artículos 100, 110, fracción I y V, 111 y 140 de la Ley Federal de Transparencia y Acceso a la Información Pública.","Al dar a conocer la información se podrían generar elementos que podrían provocar un daño presente, probable y específico para la seguridad que rige en el Archivo General de la Nación","El dar a conocer la información puede generar un daño ya que ahí se contiene información acerca de cómo se deben custodiar las instalaciones del Archivo General de la Nación, así como cuál debe ser el actuar de los elementos encargados de la seguridad dentro de las instalaciones; dependiendo el área en la que se encuentren y esto pudiera generar un perjuicio presente relacionado con la seguridad institucional del inmueble, tomando en consideración que el asunto hace referencia a la forma en que se realiza la custodia en el Archivo General de la Nación, por lo que se revelarían datos que podrían poner en riesgo la seguridad de las instalaciones que forman parte del patrimonio federal y con ello de los documentos que se reguardan en este Archivo General de la Nación y que constituyen patrimonio documental de la Nación. ",parcial ,"1.- Cláusula quinta, segundo párrafo donde se citan los puntos estratégicos del inmueble;  2.-   Anexo Uno ""Pliego de Consignas"", y 3.- Anexo Tres ""Desglose del Equipamiento Policial""",19/04/2017,Clasificado,No,,,,,,,,
Dirección de Administración,Contratación de seguridad y vigilancia al inmueble del Archivo General de la Nación 2015,contrataciones ,Solicitud de acceso,5 años ,17/02/2017,17/02/2022,"Artículos 100, 110, fracción I y V, 111 y 140 de la Ley Federal de Transparencia y Acceso a la Información Pública; así mismo los numerales séptimo, noveno, décimo octavo y vigésimo tercero de los Lineamientos generales en materia de clasificación y desclasificación de la información, así como para la elaboración de versiones públicas.","Al dar a conocer la información se podrían generar elementos que podrían provocar un daño presente, probable y específico para la seguridad que rige en el Archivo General de la Nación","El dar a conocer la información puede generar un daño ya que ahí se contiene información acerca de cómo se deben custodiar las instalaciones del Archivo General de la Nación, así como cuál debe ser el actuar de los elementos encargados de la seguridad dentro de las instalaciones; dependiendo el área en la que se encuentren y esto pudiera generar un perjuicio presente relacionado con la seguridad institucional del inmueble, tomando en consideración que el asunto hace referencia a la forma en que se realiza la custodia en el Archivo General de la Nación, por lo que se revelarían datos que podrían poner en riesgo la seguridad de las instalaciones que forman parte del patrimonio federal y con ello de los documentos que se reguardan en este Archivo General de la Nación y que constituyen patrimonio documental de la Nación. ",parcial ,"cláusula quinta, segundo párrafo donde se citan los puntos estratégicos del inmueble, así como en los Anexos Uno ""Pliego de Consignas"" y Tres ""Desglose del Equipamiento Policial""",14/02/2017,Clasificado,No,,,,,,,,
